groupType,groupName,protocol,initiatingDeviceName,initiatingIpAddress,initiatingPort,serviceName,receivingDeviceName,receivingIpAddress,receivingPort,connectionCount
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.28,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,15
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.28,dynamic,sqlservr.exe,BR-PREVIRED,192.168.10.216,1433,180
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.28,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,2
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.29,dynamic,sqlservr.exe,BR-PROVOPER,192.168.10.177,1433,8
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.3,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.3,dynamic,sqlservr.exe,BR-WPBDRPAP,192.168.84.105,1433,148
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.3,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,108
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.31,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.31,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,7
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.33,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,39
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.36,dynamic,sqlservr.exe,BR-PREVIRED,192.168.10.216,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.36,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,8
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.36,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.37,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,48
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.39,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,19
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.39,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,21
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.4,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,2
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.4,dynamic,sqlservr.exe,BR-PREVIRED,192.168.10.216,1433,35
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.40,dynamic,sqlservr.exe,BR-ASESORIA2,192.168.14.110,1433,71
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.40,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,259
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.40,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,11
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.40,dynamic,sqlservr.exe,BR-MISCOBRANZAS,192.168.10.213,1433,14
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.40,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,5
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.40,dynamic,sqlservr.exe,BR-WPBDRPAP,192.168.84.105,1433,33
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.41,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,8
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.43,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,34
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.44,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,5
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.45,dynamic,sqlservr.exe,BR-ANALITYC,192.168.82.50,1433,392
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.50,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.51,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,15
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.53,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,2
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.56,dynamic,sqlservr.exe,BR-ASESORIA2,192.168.14.110,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.56,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,20
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.6,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,99
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.6,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,25
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.6,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,116
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.60,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,5
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.61,dynamic,sqlservr.exe,BR-ASESORIA,192.168.10.169,1433,7
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.61,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,26
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.62,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,96
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.63,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,319
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.63,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,31
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.63,dynamic,System Idle Process,BR-MIS,192.168.10.101,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.65,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,4
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.66,dynamic,sqlservr.exe,BR-ANALITYC,192.168.82.50,1433,161
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.67,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,62
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.68,dynamic,sqlservr.exe,BR-PREVIRED,192.168.10.216,1433,6
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.68,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,29
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.72,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,13
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.73,dynamic,sqlservr.exe,BR-ASESORIA,192.168.10.169,1433,81
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.73,dynamic,sqlservr.exe,BR-ASESORIA2,192.168.14.110,1433,14
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.75,dynamic,sqlservr.exe,BR-PREVIRED,192.168.10.216,1433,241
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.76,dynamic,sqlservr.exe,BR-MIS,192.168.10.101,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.79,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,22
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.8,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,2
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.8,dynamic,sqlservr.exe,BR-WPBDRPAP,192.168.84.105,1433,166
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.80,dynamic,sqlservr.exe,BR-ASESORIA2,192.168.14.110,1433,1
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.80,dynamic,sqlservr.exe,BR-PREVIRED,192.168.10.216,1433,3
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.80,dynamic,sqlservr.exe,BR-WPCOMPROCP_3,192.168.82.172,1433,80
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.81,dynamic,sqlservr.exe,BR-ASESORIA2,192.168.14.110,1433,36
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.81,dynamic,sqlservr.exe,BR-WAURISBD1P,192.168.84.29,1433,46
Assessment,bripley-onprem-cl,TCP,Unscanned Device,172.16.14.85,dynamic,sqlservr.exe,BR-MIS_PYB,192.168.84.19,1433,23
