from,to,weight
L02694PAPP0,W05004PNOD1,45
L02694PAPP0,W05004PNOD1,8
L02694PAPP0,W05686PNOD1,1
L02694PAPP0,W05686PNOD1,1
L02694PAPP0,W05686PNOD1,1
L02694PAPP0,W05686PNOD1,2
L02694PAPP0,W05686PNOD1,1
L02694PAPP0,W05686PNOD1,1
L02701PAPP0,NSCL169PFAP,119
L02701PAPP0,NSCL169PFAP,105
L02701PAPP0,NSCL169PFAP,68
L02701PAPP0,NSCL169PFAP,75
L02701PAPP0,W00707PFLE0,103
L02701PAPP0,W00707PFLE0,78
L02701PAPP0,W00707PFLE0,1
L02701PAPP0,W00707PFLE0,69
L02701PAPP0,W00707PFLE0,1
L02701PAPP0,W00707PFLE0,62
L02701PAPP0,W03095PNOD1,76
L02701PAPP0,W03095PNOD1,98
L02701PAPP0,W03095PNOD1,74
L02701PAPP0,W03095PNOD1,62
L04011PAPP0,W03900PMBX0,2
L04011PAPP0,W03900PMBX0,2
L04011PAPP0,W03900PMBX0,709
L04011PAPP0,W03900PMBX0,1
L04011PAPP0,W03900PMBX0,1
L04011PAPP0,W03900PMBX0,1
L04011PAPP0,W03900PMBX0,3
L04011PAPP0,W03900PMBX0,558
L04011PAPP0,W03900PMBX0,4
L04067PAPP0,W00707PFLE0,213
L04067PAPP0,W00707PFLE0,3
L04067PAPP0,W00707PFLE0,1
L04067PAPP0,W00707PFLE0,135
L04067PAPP0,Weblogic-12-Auto,211
L04067PAPP0,Weblogic-12-Auto,8
L04067PAPP0,Weblogic-12-Auto,3
L04067PAPP0,Weblogic-12-Auto,1
L04067PAPP0,Weblogic-12-Auto,3
L04067PAPP0,Weblogic-12-Auto,131
L04067PAPP0,Weblogic-12-Auto_0000000002,118
L04067PAPP0,Weblogic-12-Auto_0000000002,2
L04067PAPP0,Weblogic-12-Auto_0000000002,3
L04067PAPP0,Weblogic-12-Auto_0000000002,2
L04067PAPP0,Weblogic-12-Auto_0000000002,6
L04067PAPP0,Weblogic-12-Auto_0000000002,110
L04160PAPP0,W02872PAPP0,4
L04160PAPP0,W02872PAPP0,2
L04160PAPP0,W02872PAPP0,8
L05374PORA0,L05528PNOD1,1
L05374PORA0,L05528PNOD1,1
L05374PORA0,L05528PNOD2,1
L05374PORA0,L05528PNOD2,1
L05528PNOD1,L05374PORA0,13
L05528PNOD1,L05374PORA0,502
L05528PNOD1,L05374PORA0,182
L05528PNOD1,L05374PORA0,10
L05528PNOD1,L05374PORA0,541
L05528PNOD1,L05374PORA0,224
L05528PNOD1,L05374PORA0,1
L05528PNOD1,L05528PNOD1,4
L05528PNOD1,L05528PNOD1,10
L05528PNOD1,L05528PNOD1,7
L05528PNOD1,L05528PNOD1,274
L05528PNOD1,L05528PNOD1,274
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,45
L05528PNOD1,L05528PNOD1,279
L05528PNOD1,L05528PNOD1,100
L05528PNOD1,L05528PNOD1,435
L05528PNOD1,L05528PNOD1,8
L05528PNOD1,L05528PNOD1,704
L05528PNOD1,L05528PNOD1,274
L05528PNOD1,L05528PNOD1,277
L05528PNOD1,L05528PNOD1,274
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,14
L05528PNOD1,L05528PNOD1,24
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,3
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,5
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,3
L05528PNOD1,L05528PNOD1,2
L05528PNOD1,L05528PNOD1,1
L05528PNOD1,L05528PNOD1,1
