from,to,weight,tag
10.56.122.246,10.56.122.251,2,L05528PNOD1
10.56.122.246,10.56.122.251,1,L05528PNOD1
10.56.122.249,10.56.122.246,3,L05528PNOD1
10.56.122.249,10.56.122.251,2,L05528PNOD1
10.56.122.249,10.56.122.244,1,L05528PNOD1
10.56.122.249,10.56.122.244,1,L05528PNOD1
10.56.122.249,10.56.122.246,1,L05528PNOD1
10.56.122.249,10.56.122.246,1,L05528PNOD1
10.56.122.249,10.56.122.246,2,L05528PNOD1
10.56.122.249,10.56.122.251,2,L05528PNOD1
10.56.122.249,10.56.122.251,1,L05528PNOD1
10.56.122.251,10.56.122.249,2,L05528PNOD1
10.56.122.251,10.56.122.246,1,L05528PNOD1
10.56.122.251,10.56.122.244,2,L05528PNOD1
10.56.122.251,10.56.122.244,1,L05528PNOD1
10.56.122.251,10.56.122.244,1,L05528PNOD1
10.56.122.251,10.56.122.246,1,L05528PNOD1
10.56.122.251,10.56.122.246,1,L05528PNOD1
10.56.122.251,10.56.122.246,1,L05528PNOD1
10.56.122.251,10.56.122.249,1,L05528PNOD1
10.56.122.251,10.56.122.249,2,L05528PNOD1
10.56.122.251,10.56.122.249,1,L05528PNOD1
10.56.122.244,10.56.122.246,156,L05528PNOD1
10.56.122.244,10.56.122.246,1,L05528PNOD1
10.56.122.244,10.56.122.246,1,L05528PNOD1
10.56.122.244,10.56.122.246,427,L05528PNOD1
10.56.122.244,10.56.122.246,2,L05528PNOD1
10.56.122.244,10.56.122.246,1,L05528PNOD1
10.56.122.245,10.56.122.249,1,L05528PNOD1
10.56.122.245,10.56.122.249,19,L05528PNOD1
10.56.122.245,10.56.122.251,12,L05528PNOD1
10.56.122.245,10.56.122.246,5,L05528PNOD1
10.56.122.245,10.56.122.251,2,L05528PNOD1
10.56.122.245,10.56.122.246,1,L05528PNOD1
10.56.122.245,10.56.122.244,102,L05528PNOD1
10.56.122.245,10.56.122.244,137,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
10.56.122.245,10.56.122.246,2,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
10.56.122.245,10.56.122.244,102,L05528PNOD1
10.56.122.245,10.56.122.246,1,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
10.56.122.245,10.56.122.246,2,L05528PNOD1
10.56.122.245,10.56.122.246,1,L05528PNOD1
10.56.122.245,10.56.122.249,1,L05528PNOD1
10.56.122.245,10.56.122.249,4,L05528PNOD1
10.56.122.245,10.56.122.249,1,L05528PNOD1
10.56.122.245,10.56.122.251,1,L05528PNOD1
10.56.122.245,10.56.122.251,14,L05528PNOD1
10.56.122.245,10.56.122.251,1,L05528PNOD1
10.56.122.247,10.56.122.251,1,L05528PNOD1
10.56.122.247,10.56.122.244,1,L05528PNOD1
10.56.122.247,10.56.122.244,1,L05528PNOD1
10.56.122.247,10.56.122.244,1,L05528PNOD1
10.56.122.247,10.56.122.246,1,L05528PNOD1
10.56.122.247,10.56.122.246,1,L05528PNOD1
10.56.122.247,10.56.122.246,1,L05528PNOD1
10.56.122.247,10.56.122.249,1,L05528PNOD1
10.56.122.247,10.56.122.249,2,L05528PNOD1
10.56.122.247,10.56.122.249,1,L05528PNOD1
10.56.122.247,10.56.122.251,1,L05528PNOD1
10.56.122.247,10.56.122.251,1,L05528PNOD1
10.56.122.250,10.56.122.249,1,L05528PNOD1
10.56.122.250,10.56.122.251,1,L05528PNOD1
10.56.122.250,10.56.122.244,1,L05528PNOD1
10.56.122.250,10.56.122.244,1,L05528PNOD1
10.56.122.250,10.56.122.246,1,L05528PNOD1
10.56.122.250,10.56.122.246,1,L05528PNOD1
10.56.122.250,10.56.122.249,1,L05528PNOD1
10.56.122.250,10.56.122.249,1,L05528PNOD1
10.56.122.250,10.56.122.251,1,L05528PNOD1
10.56.122.250,10.56.122.251,1,L05528PNOD1
101.156.122.20,101.156.122.19,137,L05528PNOD1
101.156.122.20,101.156.122.19,102,L05528PNOD1
101.156.122.20,101.156.122.19,1,L05528PNOD1
101.156.122.20,101.156.122.19,2,L05528PNOD1
101.156.122.20,101.156.122.19,1,L05528PNOD1
101.156.122.20,101.156.122.19,1,L05528PNOD1
101.156.122.20,101.156.122.19,2,L05528PNOD1
169.254.7.110,169.254.31.247,1,L05528PNOD1
169.254.7.110,169.254.31.247,14,L05528PNOD1
169.254.7.110,169.254.31.247,510,L05528PNOD1
169.254.7.110,169.254.31.247,832,L05528PNOD1
169.254.7.110,169.254.31.247,3,L05528PNOD1
169.254.7.110,169.254.31.247,1,L05528PNOD1
169.254.7.110,169.254.31.247,1,L05528PNOD1
169.254.7.110,169.254.31.247,1,L05528PNOD1
10.56.122.245,10.56.122.244,3,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
10.56.122.245,10.56.122.244,137,L05528PNOD1
10.56.122.245,10.56.122.244,2,L05528PNOD1
10.56.122.245,10.56.122.244,1,L05528PNOD1
169.254.7.110,169.254.31.247,2,L05528PNOD1
169.254.7.110,169.254.31.247,107,L05528PNOD1
169.254.7.110,169.254.31.247,8,L05528PNOD1
169.254.7.110,169.254.31.247,5,L05528PNOD1
169.254.7.110,169.254.31.247,2,L05528PNOD1
10.56.113.190,10.56.122.246,217,L05528PNOD1
10.56.113.190,10.56.122.249,1,L05528PNOD1
10.56.113.190,10.56.122.246,1,L05528PNOD1
10.56.113.190,10.56.122.244,69,L05528PNOD1
10.56.113.190,10.56.122.244,119,L05528PNOD1
10.56.113.190,10.56.122.246,2,L05528PNOD1
10.56.113.190,10.56.122.244,2,L05528PNOD1
10.56.113.190,10.56.122.246,120,L05528PNOD1
10.56.113.190,10.56.122.246,1,L05528PNOD1
10.56.113.190,10.56.122.249,1,L05528PNOD1
10.56.113.190,10.56.122.246,8,L05528PNOD1
10.56.113.190,10.56.122.244,1,L05528PNOD1
10.56.113.190,10.56.122.244,5,L05528PNOD1
10.56.113.190,10.56.122.244,56,L05528PNOD1
10.56.113.190,10.56.122.246,74,L05528PNOD1
10.56.113.190,10.56.122.244,114,L05528PNOD1
10.56.113.190,10.56.122.246,113,L05528PNOD1
10.56.113.190,10.56.122.244,1,L05528PNOD1
10.56.113.190,10.56.122.246,1,L05528PNOD1
10.56.113.190,10.56.122.246,3,L05528PNOD1
10.56.113.190,10.56.122.244,1,L05528PNOD1
10.56.113.190,10.56.122.244,4,L05528PNOD1
10.56.113.190,10.56.122.246,4,L05528PNOD1
10.56.113.190,10.56.122.249,1,L05528PNOD1
10.56.113.168,10.56.122.246,3,L05528PNOD1
10.56.113.168,10.56.122.249,4,L05528PNOD1
10.56.113.168,10.56.122.251,2,L05528PNOD1
10.56.113.168,10.56.122.246,330,L05528PNOD1
10.56.113.168,10.56.122.246,2,L05528PNOD1
10.56.113.168,10.56.122.246,179,L05528PNOD1
10.56.113.168,10.56.122.249,60,L05528PNOD1
10.56.113.168,10.56.122.251,44,L05528PNOD1
10.56.113.168,10.56.122.246,4,L05528PNOD1
10.56.113.168,10.56.122.249,40,L05528PNOD1
10.56.113.168,10.56.122.251,31,L05528PNOD1
10.56.113.168,10.56.122.246,528,L05528PNOD1
10.56.113.168,10.56.122.249,86,L05528PNOD1
10.56.113.168,10.56.122.251,148,L05528PNOD1
10.56.113.168,10.56.122.249,58,L05528PNOD1
10.56.113.168,10.56.122.251,100,L05528PNOD1
10.56.113.168,10.56.122.249,2,L05528PNOD1
10.56.113.168,10.56.122.251,1,L05528PNOD1
10.56.113.169,10.56.122.246,3,L05528PNOD1
10.56.113.169,10.56.122.249,2,L05528PNOD1
10.56.113.169,10.56.122.251,2,L05528PNOD1
10.56.113.169,10.56.122.246,259,L05528PNOD1
10.56.113.169,10.56.122.246,1,L05528PNOD1
10.56.113.169,10.56.122.246,133,L05528PNOD1
10.56.113.169,10.56.122.249,78,L05528PNOD1
10.56.113.169,10.56.122.251,65,L05528PNOD1
10.56.113.169,10.56.122.246,3,L05528PNOD1
10.56.113.169,10.56.122.249,28,L05528PNOD1
10.56.113.169,10.56.122.251,11,L05528PNOD1
10.56.113.169,10.56.122.246,460,L05528PNOD1
10.56.113.169,10.56.122.249,70,L05528PNOD1
10.56.113.169,10.56.122.251,102,L05528PNOD1
10.56.113.169,10.56.122.249,34,L05528PNOD1
10.56.113.169,10.56.122.251,48,L05528PNOD1
10.56.113.169,10.56.122.249,1,L05528PNOD1
10.10.1.60,10.56.122.246,228,L05528PNOD1
10.11.109.235,10.56.122.246,1,L05528PNOD1
10.11.109.235,10.56.122.249,10,L05528PNOD1
10.11.192.26,10.56.122.246,411,L05528PNOD1
10.11.192.26,10.56.122.246,1,L05528PNOD1
10.11.192.26,10.56.122.249,1,L05528PNOD1
10.11.80.145,10.56.122.249,1,L05528PNOD1
10.11.80.145,10.56.122.246,1,L05528PNOD1
10.156.15.101,10.56.122.246,46,L05528PNOD1
10.156.15.104,10.56.122.246,5,L05528PNOD1
10.156.15.109,10.56.122.246,1,L05528PNOD1
10.156.15.109,10.56.122.246,1,L05528PNOD1
10.156.15.109,10.56.122.251,1,L05528PNOD1
10.156.15.118,10.56.122.246,1,L05528PNOD1
10.156.15.146,10.56.122.246,18,L05528PNOD1
10.156.15.150,10.56.122.246,2,L05528PNOD1
10.156.15.150,10.56.122.246,1,L05528PNOD1
10.156.15.150,10.56.122.249,8,L05528PNOD1
10.156.15.150,10.56.122.251,1,L05528PNOD1
10.156.15.160,10.56.122.246,2,L05528PNOD1
10.156.15.160,10.56.122.246,1,L05528PNOD1
10.156.15.160,10.56.122.246,1,L05528PNOD1
10.156.15.160,10.56.122.249,2,L05528PNOD1
10.156.15.160,10.56.122.251,4,L05528PNOD1
10.156.15.184,10.56.122.246,19,L05528PNOD1
10.156.15.184,10.56.122.246,1,L05528PNOD1
10.156.15.184,10.56.122.249,1,L05528PNOD1
10.156.15.192,10.56.122.246,5,L05528PNOD1
10.156.15.192,10.56.122.246,2,L05528PNOD1
10.156.15.192,10.56.122.249,1,L05528PNOD1
10.156.15.192,10.56.122.251,4,L05528PNOD1
10.156.15.22,10.56.122.246,71,L05528PNOD1
10.156.15.22,10.56.122.246,3,L05528PNOD1
10.156.15.22,10.56.122.249,7,L05528PNOD1
10.156.15.22,10.56.122.251,6,L05528PNOD1
10.156.15.30,10.56.122.246,10,L05528PNOD1
10.156.15.39,10.56.122.246,57,L05528PNOD1
10.156.15.39,10.56.122.246,1,L05528PNOD1
10.156.15.39,10.56.122.249,2,L05528PNOD1
10.156.15.39,10.56.122.251,2,L05528PNOD1
10.156.15.40,10.56.122.246,64,L05528PNOD1
10.156.15.43,10.56.122.246,2,L05528PNOD1
10.156.15.43,10.56.122.249,6,L05528PNOD1
10.156.15.43,10.56.122.251,2,L05528PNOD1
10.156.15.45,10.56.122.246,13,L05528PNOD1
10.156.15.45,10.56.122.246,1,L05528PNOD1
10.156.15.45,10.56.122.249,3,L05528PNOD1
10.156.15.45,10.56.122.251,1,L05528PNOD1
10.156.15.50,10.56.122.246,4,L05528PNOD1
10.156.15.51,10.56.122.246,46,L05528PNOD1
10.156.15.51,10.56.122.246,1,L05528PNOD1
10.156.15.52,10.56.122.246,1,L05528PNOD1
10.156.15.62,10.56.122.246,7,L05528PNOD1
10.156.15.62,10.56.122.246,1,L05528PNOD1
10.156.15.62,10.56.122.246,1,L05528PNOD1
10.156.15.62,10.56.122.249,2,L05528PNOD1
10.156.15.62,10.56.122.251,2,L05528PNOD1
10.156.15.66,10.56.122.246,7,L05528PNOD1
10.156.15.66,10.56.122.246,1,L05528PNOD1
10.156.15.66,10.56.122.246,1,L05528PNOD1
10.156.15.66,10.56.122.249,4,L05528PNOD1
10.156.15.66,10.56.122.251,10,L05528PNOD1
10.156.15.67,10.56.122.246,14,L05528PNOD1
10.156.15.67,10.56.122.246,1,L05528PNOD1
10.156.15.67,10.56.122.251,2,L05528PNOD1
10.156.15.80,10.56.122.246,7,L05528PNOD1
10.156.15.80,10.56.122.249,1,L05528PNOD1
10.156.15.80,10.56.122.251,1,L05528PNOD1
10.156.15.89,10.56.122.246,4,L05528PNOD1
10.156.15.89,10.56.122.246,1,L05528PNOD1
10.156.15.89,10.56.122.246,2,L05528PNOD1
10.156.15.89,10.56.122.249,2,L05528PNOD1
10.156.15.89,10.56.122.251,1,L05528PNOD1
10.156.15.97,10.56.122.246,1,L05528PNOD1
10.156.15.97,10.56.122.246,1,L05528PNOD1
10.156.15.97,10.56.122.249,2,L05528PNOD1
10.156.15.97,10.56.122.251,2,L05528PNOD1
10.193.249.11,10.56.122.244,457,L05528PNOD1
10.193.249.11,10.56.122.244,4,L05528PNOD1
10.193.249.11,10.56.122.244,305,L05528PNOD1
10.21.32.68,10.56.122.246,46,L05528PNOD1
10.21.81.71,10.56.122.246,25,L05528PNOD1
10.56.0.115,10.56.122.244,2,L05528PNOD1
10.56.0.115,10.56.122.246,6,L05528PNOD1
10.56.0.115,10.56.122.244,2,L05528PNOD1
10.56.0.122,10.56.122.246,7,L05528PNOD1
10.56.0.122,10.56.122.246,1,L05528PNOD1
10.56.0.122,10.56.122.246,3,L05528PNOD1
10.56.0.122,10.56.122.249,4,L05528PNOD1
10.56.0.122,10.56.122.251,1,L05528PNOD1
10.56.0.18,10.56.122.246,1,L05528PNOD1
10.56.0.18,10.56.122.249,2,L05528PNOD1
10.56.0.18,10.56.122.251,1,L05528PNOD1
10.56.0.33,10.56.122.249,1,L05528PNOD1
10.56.0.52,10.56.122.246,1,L05528PNOD1
10.56.0.52,10.56.122.246,1,L05528PNOD1
10.56.0.52,10.56.122.246,1,L05528PNOD1
10.56.0.52,10.56.122.249,16,L05528PNOD1
10.56.0.52,10.56.122.251,20,L05528PNOD1
10.56.0.53,10.56.122.246,11,L05528PNOD1
10.56.0.53,10.56.122.249,1,L05528PNOD1
10.56.0.55,10.56.122.246,29,L05528PNOD1
10.56.0.55,10.56.122.246,1,L05528PNOD1
10.56.0.67,10.56.122.246,3,L05528PNOD1
10.56.0.67,10.56.122.249,2,L05528PNOD1
10.56.0.67,10.56.122.251,2,L05528PNOD1
10.56.0.85,10.56.122.246,1,L05528PNOD1
10.56.0.85,10.56.122.249,2,L05528PNOD1
10.56.0.85,10.56.122.251,2,L05528PNOD1
10.56.0.88,10.56.122.246,1,L05528PNOD1
10.56.0.88,10.56.122.249,1,L05528PNOD1
10.56.0.88,10.56.122.251,3,L05528PNOD1
10.56.0.89,10.56.122.246,2,L05528PNOD1
10.56.0.89,10.56.122.246,1,L05528PNOD1
10.56.0.89,10.56.122.246,1,L05528PNOD1
10.56.0.89,10.56.122.249,2,L05528PNOD1
10.56.0.93,10.56.122.246,1,L05528PNOD1
10.56.0.93,10.56.122.246,2,L05528PNOD1
10.56.0.93,10.56.122.249,1,L05528PNOD1
10.56.0.93,10.56.122.251,1,L05528PNOD1
10.56.0.99,10.56.122.246,1,L05528PNOD1
10.56.0.99,10.56.122.246,4,L05528PNOD1
10.56.0.99,10.56.122.249,2,L05528PNOD1
10.56.0.99,10.56.122.251,1,L05528PNOD1
10.56.119.193,10.56.122.246,2,L05528PNOD1
10.56.119.193,10.56.122.246,1,L05528PNOD1
10.56.119.193,10.56.122.246,1,L05528PNOD1
10.56.119.193,10.56.122.249,11,L05528PNOD1
10.56.119.193,10.56.122.251,2,L05528PNOD1
10.56.122.122,10.56.122.249,14,L05528PNOD1
10.56.122.122,10.56.122.251,7,L05528PNOD1
10.56.122.122,10.56.122.249,1,L05528PNOD1
10.56.122.122,10.56.122.249,6,L05528PNOD1
10.56.122.122,10.56.122.246,1,L05528PNOD1
10.56.122.122,10.56.122.244,1,L05528PNOD1
10.56.122.122,10.56.122.246,9,L05528PNOD1
10.56.122.122,10.56.122.244,7,L05528PNOD1
10.56.122.122,10.56.122.244,10,L05528PNOD1
10.56.122.122,10.56.122.246,10,L05528PNOD1
10.56.122.122,10.56.122.249,9,L05528PNOD1
10.56.122.122,10.56.122.251,4,L05528PNOD1
10.56.122.122,10.56.122.244,1,L05528PNOD1
10.56.122.122,10.56.122.244,1,L05528PNOD1
10.56.122.122,10.56.122.249,2,L05528PNOD1
10.56.122.138,10.56.122.246,548,L05528PNOD1
10.56.122.138,10.56.122.246,274,L05528PNOD1
10.56.122.174,10.56.122.244,137,L05528PNOD1
10.56.122.174,10.56.122.244,10,L05528PNOD1
10.56.16.24,10.56.122.246,23,L05528PNOD1
10.56.16.24,10.56.122.249,1,L05528PNOD1
10.56.16.24,10.56.122.251,1,L05528PNOD1
10.56.16.25,10.56.122.246,1,L05528PNOD1
10.56.16.73,10.56.122.249,1,L05528PNOD1
10.56.16.73,10.56.122.251,1,L05528PNOD1
10.56.24.106,10.56.122.249,1,L05528PNOD1
10.56.24.106,10.56.122.251,2,L05528PNOD1
10.56.24.11,10.56.122.246,1,L05528PNOD1
10.56.24.11,10.56.122.246,3,L05528PNOD1
10.56.24.11,10.56.122.249,1,L05528PNOD1
10.56.24.11,10.56.122.251,1,L05528PNOD1
10.56.24.110,10.56.122.246,1,L05528PNOD1
10.56.24.110,10.56.122.249,1,L05528PNOD1
10.56.24.118,10.56.122.246,1,L05528PNOD1
10.56.24.118,10.56.122.249,1,L05528PNOD1
10.56.24.118,10.56.122.251,4,L05528PNOD1
10.56.24.120,10.56.122.251,1,L05528PNOD1
10.56.24.139,10.56.122.249,1,L05528PNOD1
10.56.24.139,10.56.122.251,1,L05528PNOD1
10.56.24.142,10.56.122.246,1,L05528PNOD1
10.56.24.15,10.56.122.246,1,L05528PNOD1
10.56.24.15,10.56.122.249,2,L05528PNOD1
10.56.24.15,10.56.122.251,1,L05528PNOD1
10.56.24.150,10.56.122.246,5,L05528PNOD1
10.56.24.150,10.56.122.246,2,L05528PNOD1
10.56.24.150,10.56.122.249,5,L05528PNOD1
10.56.24.150,10.56.122.251,4,L05528PNOD1
10.56.24.151,10.56.122.246,2,L05528PNOD1
10.56.24.151,10.56.122.251,1,L05528PNOD1
10.56.24.154,10.56.122.246,4,L05528PNOD1
10.56.24.154,10.56.122.249,3,L05528PNOD1
10.56.24.154,10.56.122.251,3,L05528PNOD1
10.56.24.157,10.56.122.246,2,L05528PNOD1
10.56.24.157,10.56.122.246,1,L05528PNOD1
10.56.24.157,10.56.122.249,1,L05528PNOD1
10.56.24.157,10.56.122.251,5,L05528PNOD1
10.56.24.168,10.56.122.246,3,L05528PNOD1
10.56.24.168,10.56.122.246,1,L05528PNOD1
10.56.24.168,10.56.122.249,8,L05528PNOD1
10.56.24.168,10.56.122.251,1,L05528PNOD1
10.56.24.172,10.56.122.246,2,L05528PNOD1
10.56.24.172,10.56.122.246,3,L05528PNOD1
10.56.24.172,10.56.122.249,3,L05528PNOD1
10.56.24.172,10.56.122.251,1,L05528PNOD1
10.56.24.18,10.56.122.246,1,L05528PNOD1
10.56.24.18,10.56.122.249,1,L05528PNOD1
10.56.24.18,10.56.122.251,3,L05528PNOD1
10.56.24.35,10.56.122.246,4,L05528PNOD1
10.56.24.35,10.56.122.246,1,L05528PNOD1
10.56.24.35,10.56.122.249,2,L05528PNOD1
10.56.24.35,10.56.122.251,2,L05528PNOD1
10.56.24.38,10.56.122.251,1,L05528PNOD1
10.56.24.43,10.56.122.246,2,L05528PNOD1
10.56.24.43,10.56.122.246,1,L05528PNOD1
10.56.24.43,10.56.122.249,1,L05528PNOD1
10.56.24.43,10.56.122.251,1,L05528PNOD1
10.56.24.46,10.56.122.246,2,L05528PNOD1
10.56.24.46,10.56.122.246,2,L05528PNOD1
10.56.24.46,10.56.122.249,2,L05528PNOD1
10.56.24.46,10.56.122.251,8,L05528PNOD1
10.56.24.73,10.56.122.246,5,L05528PNOD1
10.56.24.73,10.56.122.246,1,L05528PNOD1
10.56.24.73,10.56.122.249,1,L05528PNOD1
10.56.24.73,10.56.122.251,2,L05528PNOD1
10.56.24.74,10.56.122.246,2,L05528PNOD1
10.56.24.76,10.56.122.251,1,L05528PNOD1
10.56.28.11,10.56.122.246,1,L05528PNOD1
10.56.28.11,10.56.122.246,1,L05528PNOD1
10.56.28.11,10.56.122.246,1,L05528PNOD1
10.56.28.11,10.56.122.251,1,L05528PNOD1
10.56.28.17,10.56.122.246,7,L05528PNOD1
10.56.28.17,10.56.122.249,5,L05528PNOD1
10.56.28.17,10.56.122.251,11,L05528PNOD1
10.56.28.18,10.56.122.246,6,L05528PNOD1
10.56.28.18,10.56.122.249,1,L05528PNOD1
10.56.28.18,10.56.122.251,1,L05528PNOD1
10.56.28.47,10.56.122.246,2,L05528PNOD1
10.56.36.20,10.56.122.246,14,L05528PNOD1
10.56.4.108,10.56.122.246,4,L05528PNOD1
10.56.4.124,10.56.122.246,1,L05528PNOD1
10.56.4.14,10.56.122.246,11,L05528PNOD1
10.56.4.26,10.56.122.246,1,L05528PNOD1
10.56.4.26,10.56.122.249,1,L05528PNOD1
10.56.4.26,10.56.122.251,1,L05528PNOD1
10.56.4.31,10.56.122.246,1,L05528PNOD1
10.56.4.31,10.56.122.246,1,L05528PNOD1
10.56.4.31,10.56.122.251,1,L05528PNOD1
10.56.8.154,10.56.122.251,1,L05528PNOD1
10.56.8.154,10.56.122.249,1,L05528PNOD1
10.56.8.154,10.56.122.251,1,L05528PNOD1
10.56.8.157,10.56.122.246,1,L05528PNOD1
10.56.8.157,10.56.122.249,1,L05528PNOD1
10.56.8.16,10.56.122.246,57,L05528PNOD1
10.56.8.164,10.56.122.246,1,L05528PNOD1
10.56.8.164,10.56.122.246,2,L05528PNOD1
10.56.8.164,10.56.122.249,1,L05528PNOD1
10.56.8.164,10.56.122.251,1,L05528PNOD1
10.56.8.168,10.56.122.246,1,L05528PNOD1
10.56.8.168,10.56.122.246,8,L05528PNOD1
10.56.8.168,10.56.122.249,9,L05528PNOD1
10.56.8.168,10.56.122.251,1,L05528PNOD1
10.56.8.17,10.56.122.249,1,L05528PNOD1
10.56.8.17,10.56.122.251,1,L05528PNOD1
10.56.8.18,10.56.122.246,1,L05528PNOD1
10.56.8.18,10.56.122.249,1,L05528PNOD1
10.56.8.191,10.56.122.246,2,L05528PNOD1
10.56.8.191,10.56.122.249,2,L05528PNOD1
10.56.8.191,10.56.122.251,1,L05528PNOD1
10.56.8.197,10.56.122.246,42,L05528PNOD1
10.56.8.23,10.56.122.246,21,L05528PNOD1
10.56.8.23,10.56.122.251,1,L05528PNOD1
10.56.8.37,10.56.122.246,93,L05528PNOD1
10.56.8.37,10.56.122.246,1,L05528PNOD1
10.56.8.37,10.56.122.249,6,L05528PNOD1
10.56.8.37,10.56.122.251,4,L05528PNOD1
10.56.8.38,10.56.122.246,1,L05528PNOD1
10.56.8.38,10.56.122.246,1,L05528PNOD1
10.56.8.38,10.56.122.249,35,L05528PNOD1
10.56.8.38,10.56.122.251,41,L05528PNOD1
10.56.8.54,10.56.122.246,2,L05528PNOD1
10.56.8.58,10.56.122.246,1,L05528PNOD1
10.56.8.58,10.56.122.249,1,L05528PNOD1
10.56.8.58,10.56.122.251,1,L05528PNOD1
10.56.8.61,10.56.122.251,1,L05528PNOD1
10.56.8.68,10.56.122.246,14,L05528PNOD1
10.56.8.68,10.56.122.246,1,L05528PNOD1
10.56.8.68,10.56.122.251,2,L05528PNOD1
10.56.8.69,10.56.122.246,28,L05528PNOD1
10.56.8.69,10.56.122.251,4,L05528PNOD1
10.56.8.80,10.56.122.246,1,L05528PNOD1
10.56.8.80,10.56.122.246,1,L05528PNOD1
10.56.8.80,10.56.122.246,1,L05528PNOD1
10.56.8.80,10.56.122.249,4,L05528PNOD1
10.56.8.80,10.56.122.251,1,L05528PNOD1
10.56.8.81,10.56.122.251,1,L05528PNOD1
10.56.8.89,10.56.122.246,1,L05528PNOD1
10.56.8.89,10.56.122.251,1,L05528PNOD1
10.56.8.89,10.56.122.246,1,L05528PNOD1
10.56.8.89,10.56.122.249,2,L05528PNOD1
10.56.8.89,10.56.122.251,1,L05528PNOD1
10.56.8.93,10.56.122.246,2,L05528PNOD1
10.56.8.93,10.56.122.249,1,L05528PNOD1
10.56.8.93,10.56.122.251,2,L05528PNOD1
10.56.96.34,10.56.122.246,1,L05528PNOD1
10.56.96.34,10.56.122.251,8,L05528PNOD1
10.56.96.34,10.56.122.246,10,L05528PNOD1
10.56.96.34,10.56.122.246,8236,L05528PNOD1
10.56.96.34,10.56.122.249,105,L05528PNOD1
10.56.96.34,10.56.122.246,9342,L05528PNOD1
10.56.96.34,10.56.122.246,19,L05528PNOD1
10.56.96.34,10.56.122.246,22,L05528PNOD1
10.56.96.34,10.56.122.249,81,L05528PNOD1
10.56.96.34,10.56.122.251,4,L05528PNOD1
10.56.96.35,10.56.122.251,106,L05528PNOD1
10.56.96.35,10.56.122.246,1,L05528PNOD1
10.56.96.35,10.56.122.246,13,L05528PNOD1
10.56.96.35,10.56.122.246,8,L05528PNOD1
10.56.96.35,10.56.122.246,9289,L05528PNOD1
10.56.96.35,10.56.122.249,48,L05528PNOD1
10.56.96.35,10.56.122.246,8358,L05528PNOD1
10.56.96.35,10.56.122.246,7,L05528PNOD1
10.56.96.35,10.56.122.246,8,L05528PNOD1
10.56.96.35,10.56.122.249,23,L05528PNOD1
10.56.96.35,10.56.122.251,143,L05528PNOD1
10.56.96.40,10.56.122.246,1,L05528PNOD1
10.56.96.40,10.56.122.249,299,L05528PNOD1
10.56.96.40,10.56.122.246,13,L05528PNOD1
10.56.96.40,10.56.122.246,2143,L05528PNOD1
10.56.96.40,10.56.122.251,282,L05528PNOD1
10.56.96.40,10.56.122.246,74,L05528PNOD1
10.56.96.40,10.56.122.246,1,L05528PNOD1
10.56.96.40,10.56.122.246,3168,L05528PNOD1
10.56.96.40,10.56.122.246,1,L05528PNOD1
10.56.96.40,10.56.122.246,136,L05528PNOD1
10.56.96.40,10.56.122.249,1,L05528PNOD1
10.56.96.40,10.56.122.251,1,L05528PNOD1
10.56.96.40,10.56.122.246,1,L05528PNOD1
10.56.96.40,10.56.122.246,4,L05528PNOD1
10.56.96.40,10.56.122.249,289,L05528PNOD1
10.56.96.40,10.56.122.251,303,L05528PNOD1
10.56.96.41,10.56.122.249,1,L05528PNOD1
10.56.96.41,10.56.122.249,26,L05528PNOD1
10.56.96.41,10.56.122.246,3749,L05528PNOD1
10.56.96.41,10.56.122.246,1,L05528PNOD1
10.56.96.41,10.56.122.251,22,L05528PNOD1
10.56.96.41,10.56.122.249,1,L05528PNOD1
10.56.96.41,10.56.122.246,103,L05528PNOD1
10.56.96.41,10.56.122.246,3939,L05528PNOD1
10.56.96.41,10.56.122.246,1,L05528PNOD1
10.56.96.41,10.56.122.246,108,L05528PNOD1
10.56.96.41,10.56.122.246,1,L05528PNOD1
10.56.96.41,10.56.122.249,27,L05528PNOD1
10.56.96.41,10.56.122.251,29,L05528PNOD1
10.11.178.252,10.56.122.249,548,L05528PNOD1
10.11.178.252,10.56.122.249,1,L05528PNOD1
10.11.180.154,10.56.122.249,84,L05528PNOD1
10.11.180.154,10.56.122.249,2,L05528PNOD1
10.11.192.26,10.56.122.249,3425,L05528PNOD1
10.11.192.26,10.56.122.251,1918,L05528PNOD1
10.11.192.26,10.56.122.249,10,L05528PNOD1
10.11.192.26,10.56.122.251,4,L05528PNOD1
10.11.232.168,10.56.122.251,274,L05528PNOD1
10.111.17.28,10.56.122.249,182,L05528PNOD1
10.111.17.28,10.56.122.251,456,L05528PNOD1
10.156.15.146,10.56.122.249,4,L05528PNOD1
10.156.15.146,10.56.122.251,4,L05528PNOD1
10.156.15.22,10.56.122.249,1644,L05528PNOD1
10.156.15.22,10.56.122.251,1644,L05528PNOD1
10.156.15.22,10.56.122.249,1,L05528PNOD1
