from,to,weight
LDCTES117,LDCTES151,1
LDCTES117,LDCTES151,1
LDCTES129,LDCTES151,23
LDCTES129,LDCTES151,2
LDCTES129,LDCTES151,2
LDCTES137,LDCTES152,1
LDCTES137,LDCTES193,13
LDCTES137,LDCTES152,1
LDCTES137,LDCTES193,2
